source_file,vehicle_journey_code,line_ref,segment_key,departure_time,from_stop_ref,origin_stop_name,to_stop_ref,destination_stop_name,distance_km,runtime_minutes,prediction,residual_minutes,absolute_error_minutes,is_model_anomaly,anomaly_direction
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1515,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,21:33:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,7.0,1.7381912014135419,5.261808798586458,5.261808798586458,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1548,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,22:43:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,7.0,1.7381912014135419,5.261808798586458,5.261808798586458,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1546,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,21:33:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,7.0,1.7381912014135419,5.261808798586458,5.261808798586458,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1517,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,22:43:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,7.0,1.7381912014135419,5.261808798586458,5.261808798586458,1,Longer than expected
E001-1--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_262_20260726-BODS_V1_1.xml,VJ250,SCEK:PK0000098:262:1A,1400EB0022_1400EB0093,06:55:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,7.0,1.7627211111175518,5.237278888882448,5.237278888882448,1,Longer than expected
E001-1--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_262_20260726-BODS_V1_1.xml,VJ383,SCEK:PK0000098:262:1A,1400EB0022_1400EB0093,07:50:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,7.0,1.7627211111175518,5.237278888882448,5.237278888882448,1,Longer than expected
E001-1--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_262_20260726-BODS_V1_1.xml,VJ143,SCEK:PK0000098:262:1A,1400EB0022_1400EB0093,07:50:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,7.0,1.7627211111175518,5.237278888882448,5.237278888882448,1,Longer than expected
E001-1--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_262_20260726-BODS_V1_1.xml,VJ378,SCEK:PK0000098:262:1A,1400EB0022_1400EB0093,07:14:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,7.0,1.7627211111175518,5.237278888882448,5.237278888882448,1,Longer than expected
E001-1--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_262_20260726-BODS_V1_1.xml,VJ260,SCEK:PK0000098:262:1A,1400EB0022_1400EB0093,07:50:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,7.0,1.7627211111175518,5.237278888882448,5.237278888882448,1,Longer than expected
E008-8--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_403_20260726-BODS_V1_1.xml,VJ1550,SCEK:PK0000098:403:8,1400EB10093_1400EB0021,07:12:00,1400EB10093,Morrisons,1400EB0021,Sainsbury's,0.5470221592521832,7.0,1.772920139221278,5.227079860778722,5.227079860778722,1,Longer than expected
E008-8--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_403_20260726-BODS_V1_1.xml,VJ1551,SCEK:PK0000098:403:8,1400EB10093_1400EB0021,08:12:00,1400EB10093,Morrisons,1400EB0021,Sainsbury's,0.5470221592521832,7.0,1.772920139221278,5.227079860778722,5.227079860778722,1,Longer than expected
980-None--SCEK-DVSE-2026-04-19-Dover_Timeplan_-_19_April_2026_AVL__SCEK_PK0000098_400_20260531-BODS_V1_1.xml,VJ2636,SCEK:PK0000098:400:982,2400A031780A_2400100527,07:20:00,2400A031780A,Charlton Primary School,2400100527,Dover Boys' Grammar School,1.2045375438623014,8.0,2.8123025572571967,5.187697442742803,5.187697442742803,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1468,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,09:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1470,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,10:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1475,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,13:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1477,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,14:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1484,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,17:35:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1471,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,11:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1479,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,15:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1473,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,12:05:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1482,SCEK:PK0000098:264:51,1400EB0022_1400EB0093,16:15:00,1400EB0022,Rutland Close,1400EB0093,District General Hospital,0.3907766731366656,8.0,2.8347878726182913,5.165212127381709,5.165212127381709,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1478,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,14:10:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,8.0,2.840113471376389,5.159886528623611,5.159886528623611,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1483,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,17:10:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,8.0,2.840113471376389,5.159886528623611,5.159886528623611,1,Longer than expected
51-51--SCEK-EBSE-2026-07-26-EB_260726_Final__SCEK_PK0000098_264_20260726-BODS_V1_1.xml,VJ1474,SCEK:PK0000098:264:51,1400WE0283_1400WE0112,12:10:00,1400WE0283,Old Railway Bridge,1400WE0112,High Street,0.3507216717230855,8.0,2.840113471376389,5.159886528623611,5.159886528623611,1,Longer than expected
